human_readable_id,title,type,description,frequency,degree,text_unit_ids,suggested_schema_type,canonical_name,keep_in_controlled_kg,record_linkage_group,review_notes
314,QUARTIERSSPEICHERANLAGEN,TECHNOLOGY,District (quarter-scale) storage installations operated jointly by energy communities and PV operators.,1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
315,WECHSELRICHTER,TECHNOLOGY,"Inverters, referenced as part of newer technical solutions enabling flexible and optimal use of electricity grids.",1,2,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
316,FERNSTEUERMÖGLICHKEITEN,TECHNOLOGY,Remote control capabilities referenced as technical measures to evaluate and optimize storage strategies.,1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
317,"SEKTORENKOPPLUNG MIT MOBILITÄT, WÄRME UND WASSERSTOFF",TECHNOLOGY,"Sector coupling with mobility, heating, and hydrogen; mentioned as an approach to increase overall system flexibility.",1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
318,ANLAGENBETREIBER:INNEN,STAKEHOLDER,"PV system owners/operators, whose ability to finance installations up to 2040 is emphasized as essential.",1,2,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
319,MARKTPRÄMIE,SUPPORT_SCHEME,Feed-in market premium (Marktprämie) introduced with the Erneuerbaren-Ausbau-Gesetz (EAG); stipulated as a prerequisite for long-term economic PV operation.,1,2,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
320,"FÖRDERUNGEN FÜR PV, E-MOBILITÄT UND BIDIREKTIONALES LADEN",SUPPORT_SCHEME,"Financial support schemes for PV systems, e-mobility, and bidirectional charging; referenced as synergistically developed support measures.",1,2,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
321,STROMMARKTPREISE,MARKET_METRIC,Metric: Electricity market prices; Unit: Euro or similar (not specified in this passage); Reference year: not specified; Geographic scope: Austria and European market; Approximate: yes; Source meaning: Market prices are sometimes low or negative during high PV production periods.,1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
322,DYNAMISCHE TARIFE,SUPPORT_SCHEME,Dynamic (electricity) tariffs that can incentivize higher consumption in times of high PV generation.,1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
323,UMSATZSTEUERBEFREIUNG FÜR PV-ANLAGEN BIS 35 KWP (2024-2025),SUPPORT_SCHEME,Zero-percent VAT for PV systems up to 35 kWp in 2024 and 2025; a key step to reducing bureaucratic burden and costs.,1,3,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
324,AUSSETZUNG DER UMSATZSTEUER AUF PV-ANLAGEN BIS 35 KWP AB 2024,SUPPORT_SCHEME,"VAT waiver for PV systems up to 35 kWp applicable from 2024, subject to evaluation for long-term effectiveness and possible extension.",1,2,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
325,NIEDRIGE ODER NEGATIVE STROMMARKTPREISE IN ZEITEN STARKER PV-PRODUKTION,CONSTRAINT,"Low or sometimes negative electricity market prices during periods of high photovoltaic production in Austria and the European market, posing an economic constraint.",1,3,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
326,BÜROKRATISCHER AUFWAND BEI FÖRDERUNGEN UND GENEHMIGUNGEN,CONSTRAINT,Bureaucratic burden associated with subsidies and permitting; identified as a factor to be minimized for facilitation of PV deployment.,1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
327,WIRTSCHAFTLICHKEIT DES PV-ANLAGENBETRIEBS,CONSTRAINT,"Economic viability of PV operations, stated as the fundamental basis for a stable national PV market.",1,3,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
328,NEUE GESCHÄFTSMODELLE RUND UM SPEICHER UND FLEXIBILISIERUNG,TECHNOLOGY,"New business models focused on (grid-serving) storage and grid flexibility, anticipated as a result of lower market prices in surplus PV hours.",1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
329,KONSTANTER JÄHRLICHER PV-ZUBAU — CA. 2 GW P.A. (ÖSTERREICH),TARGET,Target: constant annual PV expansion; Target value: approximately 2; Unit: GW per year; Deadline: ongoing; Geographic scope: Austria; Status: scenario/planned; Source meaning: The aim is to maintain a stable volume of approximately 2 GW of new PV capacity per year through incentives and funding schemes for economic viability up to at least 2040.,1,4,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
330,PV-ERZEUGUNGSPOTENTIAL — 41 TWH BIS 2040 (ÖSTERREICH),TARGET,Target: PV generation potential; Target value: 41; Unit: TWh; Deadline: 2040; Geographic scope: Austria; Status: scenario/planned; Source meaning: Achieving a cumulative photovoltaic electricity generation potential of 41 TWh in Austria by 2040 is described as possible if the market and support instruments are maintained.,1,2,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
331,AKTIONSPLAN NETZANSCHLUSS,POLICY,Policy type: action plan; Jurisdiction: Austria; Status: adopted (published July 2023); Source meaning: The E-Control “Aktionsplan Netzanschluss” is referenced as a planning document related to grid connection measures.,1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
332,STEUERLICHE ASPEKTE FÜR PV-ANLAGEN,POLICY,"Policy type: fiscal/tax measure; Jurisdiction: Austria; Status: planned/implemented (partial, such as VAT waiver); Source meaning: Taxation aspects for PV systems are discussed, including VAT waiver and its evaluation for cost-effectiveness and possible expansion.",1,3,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
333,GRÖSSERE SPEICHERSYSTEME,TECHNOLOGY,Larger storage systems referenced as potential candidates for inclusion in further VAT/tax relief schemes.,1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
334,GRÖSSERE PV-ANLAGEN,TECHNOLOGY,Larger photovoltaic systems considered for potential expansion of VAT exemption/tax relief measures.,1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
335,FÖRDERBEDINGUNGEN,SUPPORT_SCHEME,"Funding conditions (subsidy terms) for PV deployment, highlighted as a critical part of the PV support framework.",1,3,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
336,FÖRDERHÖHEN IN DEN VERORDNUNGEN,SUPPORT_SCHEME,Levels/amounts of support for PV systems defined in relevant regulations (“Förderhöhen in den entsprechenden Verordnungen”).,1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
337,BIDIREKTIONALES LADEN,TECHNOLOGY,"Bidirectional charging, mentioned in connection with synergies between support conditions for PV, e-mobility, and power flexibility.",1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
338,ERZEUGUNGSSTARKE ZEITEN,CONSTRAINT,"Periods with strong/peak PV generation, mentioned as a temporal factor leading to low or negative market prices and export limitations for Austrian PV production.",1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
339,NEUE WECHSELRICHTER,TECHNOLOGY,"Newer models of inverters, which already offer grid flexibility and storage optimization options.",1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
340,SPEICHERSTRATEGIEN,TECHNOLOGY,"Strategies for electricity or energy storage, referenced in the context of evaluating short-, medium-, and long-term storage needs in the PV sector.",1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
341,"KURZ-, MITTEL- UND LANGFRISTIGER SPEICHERBEDARF",CONSTRAINT,"Short-, medium-, and long-term storage demand, which must be evaluated as part of grid and flexibility optimisation.",1,2,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
342,PV-RAHMENBEDINGUNGEN,POLICY,"Policy type: framework/conditions; Jurisdiction: Austria; Status: planned/ongoing; Source meaning: The regulatory and policy context for PV deployment, including support and permitting aspects.",1,2,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
343,ENERGIETRANSFORMATION,POLICY,"Policy type: transformation/programme; Jurisdiction: Austria; Status: planned/ongoing; Source meaning: General context of energy transformation in Austria, with which PV support schemes are to be synergistically aligned or developed.",1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
344,EVALUIERUNG DER UMSATZSTEUERBEFREIUNG,POLICY,Policy type: evaluation; Jurisdiction: Austria; Status: proposed/planned; Source meaning: The VAT exemption is subject to evaluation as to whether a permanent waiver or minimisation is effective and whether it should be expanded to larger systems.,1,3,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
345,ANREIZE FÜR PV-AUSBAU,SUPPORT_SCHEME,"Incentives for PV expansion, including funding and policy-driven measures, referenced as crucial for maintaining market growth.",1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
346,DURCHGEHENDE SICHERSTELLUNG DER FINANZIERBARKEIT FÜR ANLAGENBETREIBER:INNEN BIS 2040,TARGET,Target: continuous guarantee of financing; Target value: not quantified; Unit: not specified; Deadline: 2040; Geographic scope: Austria; Status: scenario/planned; Source meaning: The ability for PV system operators to finance installations is to be ensured throughout the expansion phase up to 2040.,1,1,['2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76'],,,,,
347,PHOTOVOLTAIK (PV),TECHNOLOGY,"Photovoltaics (PV) is a solar energy technology explicitly mentioned as central to Austria’s domestic solar market and value creation, and is referenced as a focus of acceptance, technical, ecological, and economic measures in Austria.",2,18,"['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'
 '7a01190bcf30936758d004f89d7553c62632e91427f92e6420a9e453f2c5d92ab18ae9e62c46bc28aeb398621b28cfd3af89bf2317c887a5eec276b5b7a51052']",,,,,
348,FREIFLÄCHENANLAGE,TECHNOLOGY,"Ground-mounted PV installations (solar parks), referenced for biodiversity and acceptance in Austria’s PV expansion.",1,2,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
349,BIODIVERSITÄTS-PV-ANLAGE,TECHNOLOGY,"PV systems intentionally designed or managed as biodiversity-promoting installations, creating habitat and enhancing soil quality, and supporting acceptance goals.",1,3,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
350,PV-NUTZUNGEN BEI INFRASTRUKTUREN,TECHNOLOGY,"PV utilization on infrastructural elements and their auxiliary areas, including large parking areas, referenced as a measure to support acceptance and expansion.",1,3,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
351,GEBÄUDEINTEGRIERTE PV,TECHNOLOGY,"Building-integrated PV including showcase and flagship projects implemented across Austria, referenced for mobilizing sealed surfaces.",1,5,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
352,DAUCHFLÄCHENMIETE UND STATIK-ANALYSE,SUPPORT_SCHEME,Rooftop leasing and structural analysis models referenced as mechanisms to increase PV deployment and acceptance by utilizing sealed surfaces.,1,1,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
353,ORTS- UND DENKMALSCHUTZ-ANGEPASSTE PV-MODULE,TECHNOLOGY,"PV modules adapted to the needs of local and heritage protection, referenced as contributing to acceptance and expansion.",1,1,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
354,PV-ANLAGEN AN LÄRMSCHUTZWÄNDEN,TECHNOLOGY,"PV system deployment on noise barriers in road and rail sectors, referenced as an expansion and acceptance solution to be further examined.",1,3,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
355,EABG,POLICY,Policy type: law or regulatory framework (not fully specified in passage); Jurisdiction: Austria; Status: unknown; Source meaning: referenced as a driver for PV uses in infrastructure and auxiliary areas such as large parking facilities.,1,1,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
356,GEBÄUDE DES BUNDES,INFRASTRUCTURE,"Federal government buildings in Austria, referenced as a target for PV installation where technically and economically feasible.",1,1,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
357,PV-GEBÄUDENUTZUNG,TECHNOLOGY,"PV usage on buildings, referenced as coinciding with expanded use of biodiversity-oriented ground-mounted installations in meeting Austria's PV expansion goals.",1,1,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
358,LANDWIRTSCHAFTLICHE DOPPELNUTZUNG (IM RAHMEN VON AGRI-PV-ANLAGEN),TECHNOLOGY,"Agricultural dual-use under Agri-PV as a special form of multifunctionality, specifically supported for expansion and acceptance.",1,1,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
359,ÖKOLOGISCHER MEHRWERT VON PV-BIODIVERSITÄTSANLAGEN,MARKET_METRIC,Metric: ecological added value of PV-biodiversity installations; Value: qualitative (demonstrable benefits for habitat and soil quality); Reference year: unknown; Geographic scope: Austria (studies cited); Approximate: no; Source meaning: studies show that PV-biodiversity installations provide significant ecological benefits by creating habitats and improving soil quality.,1,3,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
360,"SOZIALE ZUSTIMMUNG ZU PHOTOVOLTAIK IN ÖSTERREICH — 83% PROJEKTE IN DER GEMEINDE, 61% FREIFLÄCHENANLAGEN (2024)",MARKET_METRIC,"Metric: public acceptance of PV projects; Value: 83% (PV projects in municipalities), 61% (ground-mounted PV installations fully or somewhat approved); Unit: percent; Reference year: 2024; Geographic scope: Austria; Approximate: no; Source meaning: survey data on Austrian public opinion regarding PV, including ground-mounted projects.",1,2,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
361,PROJEKTENTWICKLUNGSPHASE,CONSTRAINT,"Project development phase, referenced as a stage where active public involvement is required to address social acceptance and potential neighborly resistance.",1,1,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
362,NATURSCHUTZ,CONSTRAINT,"Nature protection: The requirement to address nature conservation in PV project planning, especially for ground-mounted installations, referenced as a condition for public acceptance.",1,1,['4d221520fe7090409cfa9cda598db30683356c340ab3584a063ffe92486f2fe7225fc056f8b997f085ff0c0f7475828879fa678b7b1709148cb03584b292dab0'],,,,,
